Symbol;Name;ListedDt;LastDt;Status
LANC;Lancaster Colony;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
LAND;Gladstone Land Com;2013-01-29T00:00:00;2022-09-09T00:00:00;Active
LANDM;Gladstone Land 5.00% Series D Cumulative Term Preferred Stock;2021-01-25T00:00:00;2022-09-09T00:00:00;Active
LARK;Landmark Bancorp;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LASR;Nlight;2018-04-26T00:00:00;2022-09-16T00:00:00;Active
LAUR;Laureate Education;2017-02-01T00:00:00;2022-09-09T00:00:00;Active
LAW;Cs Disco;2021-07-21T00:00:00;2022-09-16T00:00:00;Active
LAZ;Lazard Ltd;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LAZR;Luminar Technologies, Class A;2020-12-03T00:00:00;2022-09-16T00:00:00;Active
LAZY;Lazydays Holdings;2018-03-16T00:00:00;2022-09-16T00:00:00;Active
LBAI;Lakeland Bancorp;2007-05-08T00:00:00;2022-09-09T00:00:00;Active
LBC;Luther Burbank;2017-12-08T00:00:00;2022-09-09T00:00:00;Active
LBPH;Longboard Pharmaceuticals;2021-03-12T00:00:00;2022-09-16T00:00:00;Active
LBRDA;Liberty Broadband;2014-11-04T00:00:00;2022-09-09T00:00:00;Active
LBRDK;Liberty Broadband Corporation;2014-11-04T00:00:00;2022-09-09T00:00:00;Active
LBRDP;Liberty Broadband Series A Cumulative Redeemable Preferred Stock;2020-12-22T00:00:00;2022-09-09T00:00:00;Active
LBRT;Liberty Oilfield Services;2018-01-12T00:00:00;2022-09-09T00:00:00;Active
LBTYA;Liberty Global Plc;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LBTYB;Liberty Global Plc Class B;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LBTYK;Liberty Global Plc Class C;2005-09-08T00:00:00;2022-09-09T00:00:00;Active
LC;Lendingclub Corp;2014-12-11T00:00:00;2022-09-09T00:00:00;Active
LCA;Landcadia Holdings Iv Class A;2021-05-18T00:00:00;2022-09-16T00:00:00;Active
LCAHU;Landcadia Holdings Iv Units;2021-03-25T00:00:00;2022-09-16T00:00:00;Active
LCAHW;Landcadia Holdings Iv Warrant;2021-05-18T00:00:00;2022-09-16T00:00:00;Active
LCFY;Locafy Ordinary Share;2022-03-25T00:00:00;2022-09-16T00:00:00;Active
LCI;Lannett Company;2013-12-13T00:00:00;2022-09-16T00:00:00;Active
LCID;Lucid ,;2020-09-18T00:00:00;2022-09-16T00:00:00;Active
LCII;Lci Industries;2017-01-03T00:00:00;2022-09-09T00:00:00;Active
LCNB;Lcnb;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LCTX;Lineage Cell Therapeutics;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
LCUT;Lifetime Brands;2007-05-04T00:00:00;2022-09-09T00:00:00;Active
LCW;Learn Cw Investment Class A Ordinary Shares;2021-11-29T00:00:00;2022-09-16T00:00:00;Active
LDHA;Ldh Growth I Class A Ordinary Shares;2021-05-13T00:00:00;2022-09-16T00:00:00;Active
LDHAU;Ldh Growth I Units;2021-03-19T00:00:00;2022-09-16T00:00:00;Active
LDI;Loandepot;2021-02-11T00:00:00;2022-09-09T00:00:00;Active
LDOS;Leidos Holdings;2007-04-27T00:00:00;2022-09-16T00:00:00;Active
LDP;Cohen & Steers Duration Preferred And Income Fund;2012-07-27T00:00:00;2022-09-16T00:00:00;Active
LE;Lands End;2014-03-20T00:00:00;2022-09-16T00:00:00;Active
LEA;Lear;2009-11-20T00:00:00;2022-09-09T00:00:00;Active
LEAP;Ribbit Leap;2020-11-02T00:00:00;2022-09-16T00:00:00;Active
LECO;Lincoln Electric Holdings;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LEDS;Semileds;2010-12-09T00:00:00;2022-09-09T00:00:00;Active
LEE;Lee Enterprises Incorporated;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
LEG;Leggett & Platt;2005-01-03T00:00:00;2022-09-16T00:00:00;Active
LEGA;Lead Edge Growth Opportunities Class A Ordinary Shares;2021-05-26T00:00:00;2022-09-16T00:00:00;Active
LEGAU;Lead Edge Growth Opportunities Units;2021-03-23T00:00:00;2022-09-16T00:00:00;Active
LEGAW;Lead Edge Growth Opportunities Warrant;2021-05-17T00:00:00;2022-09-16T00:00:00;Active
LEGH;Legacy Housing;2018-12-14T00:00:00;2022-09-16T00:00:00;Active
LEGN;Legend Biotech Corporation;2020-06-05T00:00:00;2022-09-16T00:00:00;Active
LEJU;Leju Holdings American Depositary Shares Each Representing One Ordinary Share;2014-04-17T00:00:00;2022-09-09T00:00:00;Active
LEN;Lennar;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LEN.B;Lennar;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
LEO;Bny Mellon Strategic Municipals;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
LESL;Leslie's;2020-11-02T00:00:00;2022-09-16T00:00:00;Active
LEU;Centrus Energy;2014-09-30T00:00:00;2022-09-09T00:00:00;Active
LEV;The Lion Electric Company;2021-05-07T00:00:00;2022-09-16T00:00:00;Active
LEVI;Levi Strauss & Co.;2019-03-21T00:00:00;2022-09-09T00:00:00;Active
LEXX;Lexaria Bioscience;2021-01-12T00:00:00;2022-09-16T00:00:00;Active
LEXXW;Lexaria Bioscience Warrant;2021-01-12T00:00:00;2022-09-16T00:00:00;Active
LFC;China Life Insurance Company American Depositary Shares;2007-05-01T00:00:00;2022-08-31T00:00:00;Active
LFG;Archaea Energy;2020-12-14T00:00:00;2022-09-16T00:00:00;Active
LFLY;Leafly Holdings;2019-12-13T00:00:00;2022-09-16T00:00:00;Active
LFLYW;Leafly Holdings Warrant;2022-02-07T00:00:00;2022-09-16T00:00:00;Active
LFMD;Lifemd;2021-02-22T00:00:00;2022-09-16T00:00:00;Active
LFST;Lifestance Health;2021-06-10T00:00:00;2022-09-16T00:00:00;Active
LFT;Lument Finance Trust;2013-03-22T00:00:00;2022-09-09T00:00:00;Active
LFUS;Littelfuse;2007-05-02T00:00:00;2022-09-09T00:00:00;Active
LFVN;Lifevantage Corp;2012-09-12T00:00:00;2022-09-09T00:00:00;Active
LGF.A;Lions Gate Entertainment;2007-08-01T00:00:00;2022-09-09T00:00:00;Active
LGF.B;Lions Gate Entertainment;2007-08-01T00:00:00;2022-09-09T00:00:00;Active
LGHL;Lion Holding American Depositary Share;2020-06-16T00:00:00;2022-09-16T00:00:00;Active
LGHLW;Lion Holding Warrant;2019-06-21T00:00:00;2022-09-16T00:00:00;Active
LGI;Lazard Global Total Return And Income Fund;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
LGIH;Lgi Homes;2013-11-07T00:00:00;2022-09-16T00:00:00;Active
LGL;Lgl;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LGMK;Logicmark;2013-08-23T00:00:00;2022-09-09T00:00:00;Active
LGND;Ligand Pharmaceuticals;2007-05-02T00:00:00;2022-09-09T00:00:00;Active
LGO;Largo Common Shares;2021-04-19T00:00:00;2022-09-16T00:00:00;Active
LGTO;Legato Merger Ii;2021-12-23T00:00:00;2022-09-16T00:00:00;Active
LGTOU;Legato Merger Ii Unit;2021-11-22T00:00:00;2022-09-16T00:00:00;Active
LGTOW;Legato Merger Ii Warrants;2021-12-22T00:00:00;2022-09-16T00:00:00;Active
LGVC;Lamf Global Ventures I Class A Ordinary Shares;2022-01-03T00:00:00;2022-09-16T00:00:00;Active
LGVN;Longeveron;2021-02-12T00:00:00;2022-09-16T00:00:00;Active
LH;Laboratory Of America Holding;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LHC;Leo Holdings Ii Class A Ordinary Shares;2021-03-01T00:00:00;2022-09-16T00:00:00;Active
LHCG;Lhc;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
LHDX;Lucira Health;2021-02-05T00:00:00;2022-09-16T00:00:00;Active
LHX;L3harris Technologies;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
LI;Li Auto;2020-07-30T00:00:00;2022-09-16T00:00:00;Active
LIAN;Lianbio American Depositary Shares;2021-11-01T00:00:00;2022-09-16T00:00:00;Active
LICY;Li-Cycle Holdings;2021-08-11T00:00:00;2022-09-16T00:00:00;Active
LIDR;Aeye Class A;2021-01-11T00:00:00;2022-09-16T00:00:00;Active
LIDRW;Aeye Warrant;2021-01-06T00:00:00;2022-09-16T00:00:00;Active
LIFE;Atyr Pharma;2015-05-07T00:00:00;2022-09-09T00:00:00;Active
LII;Lennox International;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LILA;Liberty Latin America;2015-07-10T00:00:00;2022-09-09T00:00:00;Active
LILAK;Liberty Latin America Ltd.;2015-06-23T00:00:00;2022-09-09T00:00:00;Active
LILM;Lilium N.V.;2021-09-15T00:00:00;2022-09-16T00:00:00;Active
LILMW;Lilium N.V. Warrants;2021-09-15T00:00:00;2022-09-16T00:00:00;Active
LIN;Linde Plc;2018-10-29T00:00:00;2022-09-09T00:00:00;Active
LINC;Lincoln Educational Services;2007-05-07T00:00:00;2022-09-09T00:00:00;Active
LIND;Lindblad Expeditions;2013-07-03T00:00:00;2022-09-16T00:00:00;Active
LINK;Interlink Electronics;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LION;Lionheart Iii Class A;2021-12-09T00:00:00;2022-09-09T00:00:00;Active
LIONW;Lionheart Iii Warrant;2021-12-07T00:00:00;2022-09-16T00:00:00;Active
LIQT;Liqtech International;2011-08-25T00:00:00;2022-09-09T00:00:00;Active
LITB;Lightinthebox Holding Co. American Depositary Shares Each Representing 2 Ordinary Shares;2013-06-06T00:00:00;2022-09-16T00:00:00;Active
LITE;Lumentum Holdings;2015-07-23T00:00:00;2022-09-16T00:00:00;Active
LITM;Snow Lake Resources;2021-11-19T00:00:00;2022-09-16T00:00:00;Active
LITT;Logistics Innovation Technologies Class A;2021-08-12T00:00:00;2022-09-16T00:00:00;Active
LITTU;Logistics Innovation Technologies Units;2021-06-11T00:00:00;2022-09-16T00:00:00;Active
LITTW;Logistics Innovation Technologies Warrant;2021-08-11T00:00:00;2022-09-16T00:00:00;Active
LIVE;Live Ventures Incorporated;2015-10-09T00:00:00;2022-09-09T00:00:00;Active
LIVN;Livanova Plc;2015-10-19T00:00:00;2022-09-16T00:00:00;Active
LIXT;Lixte Biotechnology Holdings;2020-11-25T00:00:00;2022-09-16T00:00:00;Active
LIXTW;Lixte Biotechnology Holdings Warrants;2020-11-25T00:00:00;2022-09-16T00:00:00;Active
LIZI;Lizhi American Depositary Shares;2020-01-17T00:00:00;2022-09-16T00:00:00;Active
LJPC;La Jolla Pharmaceutical Compan;2007-05-14T00:00:00;2022-08-19T00:00:00;Active
LKCO;Luokung Technology Ordinary Shares;2019-01-08T00:00:00;2022-09-16T00:00:00;Active
LKFN;Lakeland Financial;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LKQ;Lkq Corporation;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
LL;Lumber Liquidators;2010-01-04T00:00:00;2022-09-16T00:00:00;Active
LLAP;Terran Orbital;2021-04-26T00:00:00;2022-09-16T00:00:00;Active
LLL;Jx Luxventure;2013-03-07T00:00:00;2022-09-09T00:00:00;Active
LLY;Lilly;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LMAT;Lemaitre Vascular;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LMB;Limbach Holdings;2016-11-16T00:00:00;2022-09-16T00:00:00;Active
LMDX;Lumiradx Common Shares;2021-09-29T00:00:00;2022-09-16T00:00:00;Active
LMDXW;Lumiradx Warrant;2021-09-29T00:00:00;2022-09-16T00:00:00;Active
LMFA;Lm Funding America;2015-12-08T00:00:00;2022-09-09T00:00:00;Active
LMND;Lemonade Inc;2020-07-02T00:00:00;2022-09-16T00:00:00;Active
LMNL;Liminal Biosciences Common Shares;2019-11-18T00:00:00;2022-09-16T00:00:00;Active
LMNR;Limoneira Co;2007-05-22T00:00:00;2022-09-09T00:00:00;Active
LMPX;Lmp Automotive Holdings;2019-12-05T00:00:00;2022-09-16T00:00:00;Active
LMST;Limestone Bancorp;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
LMT;Lockheed Martin;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LNC;Lincoln National;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LND;Brasilagro Brazilian Agric Real Estate Co Sponsored ADR;2012-11-08T00:00:00;2022-09-09T00:00:00;Active
LNDC;Landec;2007-05-11T00:00:00;2022-09-16T00:00:00;Active
LNG;Cheniere Energy;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LNN;Lindsay;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
LNSR;Lensar;2020-10-02T00:00:00;2022-09-16T00:00:00;Active
LNT;Alliant Energy Corp;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LNTH;Lantheus;2015-06-25T00:00:00;2022-09-16T00:00:00;Active
LNW;Light & Wonder;2007-05-02T00:00:00;2022-09-16T00:00:00;Active
LOAN;Manhattan Bridge Capital Inc;2008-07-29T00:00:00;2022-09-09T00:00:00;Active
LOB;Live Oak Bancshares;2015-07-23T00:00:00;2022-09-09T00:00:00;Active
LOCL;Local Bounti;2021-11-22T00:00:00;2022-09-16T00:00:00;Active
LOCO;El Pollo Loco C;2014-07-25T00:00:00;2022-09-16T00:00:00;Active
LODE;Comstock;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LOGC;Logicbio Therapeutics;2018-10-19T00:00:00;2022-09-16T00:00:00;Active
LOGI;Logitech International Sa;2012-09-24T00:00:00;2022-09-09T00:00:00;Active
LOMA;Loma Negra Compania Industrial Argentina Sociedad Anonima ADS;2017-11-01T00:00:00;2022-09-16T00:00:00;Active
LOOP;Loop Industries;2012-09-27T00:00:00;2022-09-16T00:00:00;Active
LOPE;Grand Canyon Education;2008-11-20T00:00:00;2022-09-16T00:00:00;Active
LOTZ;Carlotz Class A;2019-05-09T00:00:00;2022-09-16T00:00:00;Active
LOTZW;Carlotz Warrant;2019-04-15T00:00:00;2022-09-16T00:00:00;Active
LOV;Spark Networks Se American Depositary Shares;2017-11-08T00:00:00;2022-09-16T00:00:00;Active
LOVE;The Lovesac Company;2018-06-27T00:00:00;2022-09-16T00:00:00;Active
LOW;Lowe's Cos.;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LPCN;Lipocine;2014-03-21T00:00:00;2022-09-16T00:00:00;Active
LPG;Dorian Lpg;2014-05-08T00:00:00;2022-09-09T00:00:00;Active
LPI;Laredo Petroleum,;2011-12-15T00:00:00;2022-09-09T00:00:00;Active
LPL;Lg Display Co. Ltd.;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
LPLA;Lpl Financial Holdings;2010-11-18T00:00:00;2022-09-09T00:00:00;Active
LPRO;Open Lending Class A;2020-06-11T00:00:00;2022-09-16T00:00:00;Active
LPSN;Liveperson;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
LPTH;Lightpath Technologies Class A;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
LPTX;Leap Therapeutics;2017-01-25T00:00:00;2022-09-16T00:00:00;Active
LPX;Louisiana-Pacific Corporation;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LQDA;Liquidia Corp;2018-07-26T00:00:00;2022-09-16T00:00:00;Active
LQDT;Liquidity Service;2007-05-02T00:00:00;2022-09-16T00:00:00;Active
LRCX;Lam Research;2005-01-03T00:00:00;2022-09-16T00:00:00;Active
LRFC;Logan Ridge Finance;2013-09-25T00:00:00;2022-09-09T00:00:00;Active
LRMR;Larimar Therapeutics;2014-06-19T00:00:00;2022-09-09T00:00:00;Active
LRN;Stride;2007-12-14T00:00:00;2022-09-16T00:00:00;Active
LSAK;Lesaka Technologies;2007-04-30T00:00:00;2022-09-16T00:00:00;Active
LSBK;Lake Shore Bancorp;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LSCC;Lattice Semiconductor Corporation;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
LSEA;Landsea Homes;2018-06-29T00:00:00;2022-09-16T00:00:00;Active
LSEAW;Landsea Homes Warrant;2018-06-29T00:00:00;2022-09-16T00:00:00;Active
LSF;Laird Superfood;2020-09-23T00:00:00;2022-09-16T00:00:00;Active
LSI;Life Storage;2016-08-15T00:00:00;2022-09-09T00:00:00;Active
LSPD;Lightspeed Commerce;2020-09-11T00:00:00;2022-09-16T00:00:00;Active
LSTR;Landstar System;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LSXMA;The Liberty Siriusxm;2016-04-18T00:00:00;2022-09-09T00:00:00;Active
LSXMB;Liberty Media Series B Liberty Siriusxm;2016-04-21T00:00:00;2022-09-09T00:00:00;Active
LSXMK;The Liberty Siriusxm;2016-04-18T00:00:00;2022-09-09T00:00:00;Active
LTBR;Lightbridge;2009-10-09T00:00:00;2022-09-09T00:00:00;Active
LTC;Ltc Properties;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
LTCH;Latch,;2020-12-31T00:00:00;2022-09-16T00:00:00;Active
LTCHW;Latch Warrant Expiring 6/4/2026;2020-12-31T00:00:00;2022-09-16T00:00:00;Active
LTH;Life Time Holdings,;2021-10-07T00:00:00;2022-09-16T00:00:00;Active
LTHM;Livent Corp;2018-10-11T00:00:00;2022-09-16T00:00:00;Active
LTRN;Lantern Pharma;2020-06-11T00:00:00;2022-09-16T00:00:00;Active
LTRPA;Liberty Tripadvisor;2014-08-27T00:00:00;2022-09-16T00:00:00;Active
LTRPB;Liberty Tripadvisor Holdings, Series B;2014-08-29T00:00:00;2022-09-16T00:00:00;Active
LTRX;Lantronix;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LTRY;Lottery.com,;2018-06-13T00:00:00;2022-09-16T00:00:00;Active
LTRYW;Lottery.com Warrants;2021-11-01T00:00:00;2022-09-16T00:00:00;Active
LU;Lucent Technology;2020-11-02T00:00:00;2022-09-09T00:00:00;Active
LUCD;Lucid Diagnostics;2021-10-14T00:00:00;2022-09-16T00:00:00;Active
LULU;Lululemon Athletica;2007-07-30T00:00:00;2022-09-09T00:00:00;Active
LUMN;Lumen Technologies;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
LUMO;Lumos Pharma;2011-11-11T00:00:00;2022-09-09T00:00:00;Active
LUNA;Luna Innovations;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
LUNG;Pulmonx;2020-10-01T00:00:00;2022-09-16T00:00:00;Active
LUV;Southwest Airlines;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
LVLU;Lulu's Fashion Lounge Holdings,;2021-11-11T00:00:00;2022-09-16T00:00:00;Active
LVO;Liveone;2017-12-14T00:00:00;2022-09-16T00:00:00;Active
LVOX;Livevox Holding, Class A;2019-04-18T00:00:00;2022-09-16T00:00:00;Active
LVRA;Levere Holdings;2021-05-14T00:00:00;2022-09-16T00:00:00;Active
LVS;Las Vegas Sands;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
LVTX;Lava Therapeutics Nv;2021-03-25T00:00:00;2022-09-16T00:00:00;Active
LW;Lamb Weston Holdings Inc;2016-11-01T00:00:00;2022-09-09T00:00:00;Active
LWAY;Lifeway Foods;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LWLG;Lightwave Logic,;2008-03-10T00:00:00;2022-09-16T00:00:00;Active
LX;Lexinfintech Holdings American Depositary Shares;2017-12-21T00:00:00;2022-09-16T00:00:00;Active
LXEH;Lixiang Education;2020-10-01T00:00:00;2022-09-16T00:00:00;Active
LXFR;Luxfer;2012-10-03T00:00:00;2022-09-09T00:00:00;Active
LXP;Lexington Realty Trust;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LXRX;Lexicon Pharmaceuticals;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LXU;Lsb Industries;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
LYB;Lyondellbasell;2010-10-14T00:00:00;2022-09-09T00:00:00;Active
LYEL;Lyell Immunopharma,;2021-06-17T00:00:00;2022-09-16T00:00:00;Active
LYFT;Lyft;2019-03-29T00:00:00;2022-09-16T00:00:00;Active
LYG;Lloyds Banking Plc;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
LYL;Dragon Victory International Ordinary Shares;2017-10-20T00:00:00;2022-09-16T00:00:00;Active
LYLT;Loyalty Ventures;2021-11-02T00:00:00;2022-09-16T00:00:00;Active
LYRA;Lyra Therapeutics;2020-05-01T00:00:00;2022-09-16T00:00:00;Active
LYT;Lytus Technologies Holdings Ptv. Common Shares;2022-06-15T00:00:00;2022-09-16T00:00:00;Active
LYTS;Lsi Industries;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
LYV;Live Nation Entertainment;2006-01-03T00:00:00;2022-09-16T00:00:00;Active
LZ;Legalzoom.com;2021-06-30T00:00:00;2022-09-16T00:00:00;Active
LZB;La-Z-Boy;2007-04-25T00:00:00;2022-09-09T00:00:00;Active
M;Macy's;2007-06-01T00:00:00;2022-09-16T00:00:00;Active
MA;Mastercard;2006-05-25T00:00:00;2022-09-09T00:00:00;Active
MAA;Mid-America Apartments;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MAC;Macerich;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MACC;Mission Advancement;2021-04-28T00:00:00;2022-09-16T00:00:00;Active
MACK;Merrimack Pharmaceuticals;2012-03-29T00:00:00;2022-09-09T00:00:00;Active
MAG;Mag Silver;2007-07-09T00:00:00;2022-09-09T00:00:00;Active
MAIN;Main Street Capital Corporation;2007-10-08T00:00:00;2022-09-09T00:00:00;Active
MAN;Manpowergroup;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
MANH;Manhattan Associates;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
MANT;Mantech International;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
MANU;Manchester United Plc;2012-08-10T00:00:00;2022-09-09T00:00:00;Active
MAPS;Wm Technology, Class A;2019-10-01T00:00:00;2022-09-16T00:00:00;Active
MAPSW;Wm Technology Warrants;2019-10-01T00:00:00;2022-09-16T00:00:00;Active
MAR;Marriott Int'l.;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MARA;Marathon Digital Holdings,;2014-07-28T00:00:00;2022-09-09T00:00:00;Active
MARK;Remark Holdings;2007-10-03T00:00:00;2022-09-09T00:00:00;Active
MARPS;Marine Petroleum Trust Units Of Beneficial Interest;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MAS;Masco;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MASI;Masimo Corporation;2007-08-08T00:00:00;2022-09-09T00:00:00;Active
MASS;908 Devices;2020-12-18T00:00:00;2022-09-16T00:00:00;Active
MAT;Mattel;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MATW;Matthews International;2007-05-02T00:00:00;2022-09-09T00:00:00;Active
MATX;Matson;2012-07-02T00:00:00;2022-09-09T00:00:00;Active
MAV;Pioneer Municipal High Income Advantage Fund;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MAX;Mediaalpha;2020-11-02T00:00:00;2022-09-16T00:00:00;Active
MAXN;Maxeon Solar;2020-12-15T00:00:00;2022-09-16T00:00:00;Active
MAXR;Maxar Technologies;2008-10-28T00:00:00;2022-09-16T00:00:00;Active
MAYS;J. W. Mays;2007-05-18T00:00:00;2022-09-16T00:00:00;Active
MBCN;Middlefield Banc Cmn;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MBI;Mbia;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MBII;Marrone Bio Innovations;2013-08-02T00:00:00;2022-09-16T00:00:00;Active
MBIN;Merchants Bancorp;2017-10-27T00:00:00;2022-09-16T00:00:00;Active
MBINN;Merchants Bancorp Depositary Shares Preferred Series C;2021-03-23T00:00:00;2022-09-16T00:00:00;Active
MBINO;Merchants Bancorp Depositary Shares Each Representing A 1/40Th Interest In A Share Of Series B Fixed-To-Floating Rate;2019-08-20T00:00:00;2022-09-16T00:00:00;Active
MBINP;Merchants Bancorp 7.00% Fixed-To-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock;2019-03-29T00:00:00;2022-09-16T00:00:00;Active
MBIO;Mustang Bio;2017-08-22T00:00:00;2022-09-16T00:00:00;Active
MBNKP;Medallion Bank Fixed-To-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F;2019-12-18T00:00:00;2022-09-16T00:00:00;Active
MBOT;Microbot Medical;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
MBRX;Moleculin Biotech;2016-06-02T00:00:00;2022-09-09T00:00:00;Active
MBUU;Malibu Boats Com;2014-01-31T00:00:00;2022-09-16T00:00:00;Active
MBWM;Mercantile Bank;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MC;Moelis & Company;2014-04-16T00:00:00;2022-09-09T00:00:00;Active
MCB;Metropolitan Bank Hldg Corp;2017-11-08T00:00:00;2022-09-16T00:00:00;Active
MCBC;Macatawa Bank;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MCBS;Metrocity Bankshares;2019-10-03T00:00:00;2022-09-09T00:00:00;Active
MCD;Mcdonald's;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MCFT;Mastercraft Boat;2015-07-17T00:00:00;2022-09-09T00:00:00;Active
MCG;Membership Collective;2021-07-15T00:00:00;2022-09-16T00:00:00;Active
MCHP;Microchip Technology;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MCHX;Marchex Class B;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
MCI;Barings Corporate Investors;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MCK;Mckesson;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MCLD;Mcloud Technologies Common Shares;2021-11-24T00:00:00;2022-09-09T00:00:00;Active
MCN;Madison Covered Call & Equity Strategy Fund;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
MCO;Moody's Corp;2005-01-03T00:00:00;2022-09-09T00:00:00;Active
MCR;Mfs Charter Income Trust;2007-05-16T00:00:00;2022-09-16T00:00:00;Active
MCRB;Seres Therapeutics;2015-06-26T00:00:00;2022-09-16T00:00:00;Active
MCRI;Monarch Casino & Resort;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
MCS;Marcus;2007-05-01T00:00:00;2022-09-09T00:00:00;Active
MCW;Mister Car Wash;2021-06-25T00:00:00;2022-09-16T00:00:00;Active
MCY;Mercury General Corporation;2007-01-03T00:00:00;2022-09-16T00:00:00;Active
MD;Mednax;2009-01-02T00:00:00;2022-09-09T00:00:00;Active
MDB;Mongodb;2017-10-19T00:00:00;2022-09-16T00:00:00;Active
MDC;M.D.C. Holdings;2007-01-03T00:00:00;2022-09-09T00:00:00;Active
MDGL;Madrigal Pharmaceuticals;2007-05-16T00:00:00;2022-09-09T00:00:00;Active
MDGS;Medigus American Depositary Shares;2015-08-05T00:00:00;2022-09-09T00:00:00;Active
MDGSW;Medigus Series C Warrant;2018-07-23T00:00:00;2022-09-16T00:00:00;Active
MDIA;Mediaco Holding Class A;2020-01-06T00:00:00;2022-09-16T00:00:00;Active
MDJH;Mdjm Ordinary Share;2019-01-08T00:00:00;2022-09-16T00:00:00;Active
MDLZ;Mondelez International;2007-04-30T00:00:00;2022-09-09T00:00:00;Active
MDNA;Medicenna Therapeutics Common Shares;2020-08-24T00:00:00;2022-09-16T00:00:00;Active
MDRR;Medalist Diversified Reit;2018-11-28T00:00:00;2022-09-09T00:00:00;Active
MDRRP;Medalist Diversified Reit Series A Cumulative Redeemable Preferred Stock;2020-02-13T00:00:00;2022-09-09T00:00:00;Active
MDRX;Allscripts-Misys;2007-04-27T00:00:00;2022-09-09T00:00:00;Active
