Symbol,Name,YahooTicker,Url
IGX,Intelgenx Technologies Corp ,IGX.TO,https://www.advfn.com/stock-market/TSX/IGX/stock-price
IGX.DB,Intelgenx Technologies Corp ,IGX-DB.TO,https://www.advfn.com/stock-market/TSX/IGX.DB/stock-price
IGX.WT,Intelgenx Technologies Corp ,IGX-WT.TO,https://www.advfn.com/stock-market/TSX/IGX.WT/stock-price
IPCI,IntelliPharmaCeutics International Inc ,IPCI.TO,https://www.advfn.com/stock-market/TSX/IPCI/stock-price
INCR.U,Intercure Ltd ,INCR-U.TO,https://www.advfn.com/stock-market/TSX/INCR.U/stock-price
INCR,Intercure Ltd ,INCR.TO,https://www.advfn.com/stock-market/TSX/INCR/stock-price
IFP,Interfor Corporation ,IFP.TO,https://www.advfn.com/stock-market/TSX/IFP/stock-price
IMP,Intermap Technologies ,IMP.TO,https://www.advfn.com/stock-market/TSX/IMP/stock-price
CLP.UN,International Clean Power Dividend Fund ,CLP-UN.TO,https://www.advfn.com/stock-market/TSX/CLP.UN/stock-price
IFN.SB.A,International Finance Corporation ,IFN-SB-A.TO,https://www.advfn.com/stock-market/TSX/IFN.SB.A/stock-price
IPCO,International Petroleum Corporation ,IPCO.TO,https://www.advfn.com/stock-market/TSX/IPCO/stock-price
ITH,International Tower Hill Mines Ltd New ,ITH.TO,https://www.advfn.com/stock-market/TSX/ITH/stock-price
IIP.UN,InterRent Real Estate Investment Trust ,IIP-UN.TO,https://www.advfn.com/stock-market/TSX/IIP.UN/stock-price
ITP,Intertape Polymer Group Inc ,ITP.TO,https://www.advfn.com/stock-market/TSX/ITP/stock-price
9556,INTLOOP Inc ,9556.TO,https://www.advfn.com/stock-market/TSX/9556/stock-price
IVQ.DB.V,Invesque Inc ,IVQ-DB-V.TO,https://www.advfn.com/stock-market/TSX/IVQ.DB.V/stock-price
IVQ.DB.U,Invesque Inc ,IVQ-DB-U.TO,https://www.advfn.com/stock-market/TSX/IVQ.DB.U/stock-price
IVQ,Invesque Inc ,IVQ.TO,https://www.advfn.com/stock-market/TSX/IVQ/stock-price
IVQ.U,Invesque Inc ,IVQ-U.TO,https://www.advfn.com/stock-market/TSX/IVQ.U/stock-price
IE,Ivanhoe Energy Inc ,IE.TO,https://www.advfn.com/stock-market/TSX/IE/stock-price
