Symbol,Name,Sector,Industry,Type,Source,Website,LogoUrl,Exchange,ShortName,LongName,Market,FundFamily,MarketCapValue,YahooTicker,ExchangeCode
SOT.UN,Slate Office REIT,Real Estate,REIT—Office,EQUITY,,https://www.slateofficereit.com,https://logo.clearbit.com/slateofficereit.com,TOR,SLATE OFFICE REIT,Slate Office REIT,ca_market,,317142048,SOT-UN.TO,TSX
SOY,Sunopta Inc,Consumer Defensive,Packaged Foods,EQUITY,,https://www.sunopta.com,https://logo.clearbit.com/sunopta.com,TOR,"SUNOPTA, INC.",SunOpta Inc.,ca_market,,1606864896,SOY.TO,TSX
SPB,Superior Plus Corp,Utilities,Utilities—Regulated Gas,EQUITY,,https://www.superiorplus.com,https://logo.clearbit.com/superiorplus.com,TOR,SUPERIOR PLUS CORP.,Superior Plus Corp.,ca_market,,1811040000,SPB.TO,TSX
SPG,Spark Power Group Inc,Utilities,Utilities—Renewable,EQUITY,,https://sparkpowercorp.com,https://logo.clearbit.com/sparkpowercorp.com,TOR,SPARK POWER GROUP INC,Spark Power Group Inc.,ca_market,,34160520,SPG.TO,TSX
SPG.WT,Spark Power Group Inc WT,,,,,,,,,,,,,SPG-WT.TO,TSX
SPPP,Sprott Physical Platinum Palladium CAD,Financial Services,Asset Management,EQUITY,,https://sprott.com/investment-strategies/physical-bullion-trusts/platinum-and-palladium/net-asset-value-premium-discount/,https://logo.clearbit.com/sprott.com,TOR,SPROTT PHYSICAL PLATINUM PALLAD,Sprott Physical Platinum and Palladium Trust,ca_market,,166691280,SPPP.TO,TSX
SPPP.U,Sprott Physical Platinum Palladium USD,,,EQUITY,,,,TOR,SPROTT PHYSICAL PLATINUM PALLAD,,ca_market,,,SPPP-U.TO,TSX
SRU.UN,Smartcentres Real Estate Investment,Real Estate,REIT—Retail,EQUITY,,https://www.smartcentres.com,https://logo.clearbit.com/smartcentres.com,TOR,SMARTCENTRES REIT,SmartCentres Real Estate Investment Trust,ca_market,,4625682944,SRU-UN.TO,TSX
SRV.UN,Sir Royalty Income Fund,Consumer Cyclical,Restaurants,EQUITY,,https://www.sircorp.com/sir-royalty-income-fund,https://logo.clearbit.com/sircorp.com,TOR,SIR ROYALTY INCOME FUND,SIR Royalty Income Fund,ca_market,,127811200,SRV-UN.TO,TSX
SSF.UN,Symphony Floating Rate Sr Loan Fd,,,EQUITY,,,,TOR,"SYMPHONY FLOATING RATE SR LOAN ",Symphony Floating Rate Senior Loan Fund,ca_market,,,SSF-UN.TO,TSX
SSL,Sandstorm Gold Ltd,Basic Materials,Gold,EQUITY,,https://www.sandstormgold.com,https://logo.clearbit.com/sandstormgold.com,TOR,SANDSTORM GOLD LTD,Sandstorm Gold Ltd.,ca_market,,2018604032,SSL.TO,TSX
SSRM,Ssr Mining Inc,Basic Materials,Gold,EQUITY,,https://www.ssrmining.com,https://logo.clearbit.com/ssrmining.com,TOR,SSR MINING INC,SSR Mining Inc.,ca_market,,4013818880,SSRM.TO,TSX
STC,Sangoma Technologies Corp,Technology,Software—Infrastructure,EQUITY,,https://www.sangoma.com,https://logo.clearbit.com/sangoma.com,TOR,SANGOMA TECHNOLOGIES CORPORATIO,Sangoma Technologies Corporation,ca_market,,144612800,STC.TO,TSX
STCK,Stack Capital Group Inc,Financial Services,Asset Management,EQUITY,,https://www.stackcapitalgroup.com,https://logo.clearbit.com/stackcapitalgroup.com,TOR,STACK CAPITAL GROUP INC,Stack Capital Group Inc.,ca_market,,53195980,STCK.TO,TSX
STCK.WT,Stack Capital Group Inc WT,,,EQUITY,,,,TOR,,,ca_market,,,STCK-WT.TO,TSX
STEP,Step Energy Services Ltd,Energy,Oil & Gas Equipment & Services,EQUITY,,https://www.stepenergyservices.com,https://logo.clearbit.com/stepenergyservices.com,TOR,STEP ENERGY SERVICES LTD,STEP Energy Services Ltd.,ca_market,,398531840,STEP.TO,TSX
STGO,Steppe Gold Ltd,Basic Materials,Gold,EQUITY,,https://www.steppegold.com,https://logo.clearbit.com/steppegold.com,TOR,STEPPE GOLD LTD,Steppe Gold Ltd.,ca_market,,69661416,STGO.TO,TSX
STLC,Stelco Holdings Inc,Basic Materials,Steel,EQUITY,,https://www.stelco.com,https://logo.clearbit.com/stelco.com,TOR,STELCO HOLDINGS INC,Stelco Holdings Inc.,ca_market,,2584650496,STLC.TO,TSX
STN,Stantec Inc,Industrials,Engineering & Construction,EQUITY,,https://www.stantec.com,https://logo.clearbit.com/stantec.com,TOR,STANTEC INC,Stantec Inc.,ca_market,,7553977344,STN.TO,TSX
STPL,BMO Glb Consumer Staples Hgd To CAD ETF,,,ETF,,,,TOR,BMO GLB CONSUMER STAPLES HGD TO,BMO Global Consumer Staples Hedged to CAD Index ETF,ca_market,BMO Asset Management Inc,,STPL.TO,TSX
SU,Suncor Energy Inc,Energy,Oil & Gas Integrated,EQUITY,,https://www.suncor.com,https://logo.clearbit.com/suncor.com,TOR,SUNCOR ENERGY INC.,Suncor Energy Inc.,ca_market,,66820313088,SU.TO,TSX
SVA,Sernova Corp,Healthcare,Biotechnology,EQUITY,,https://www.sernova.com,https://logo.clearbit.com/sernova.com,TOR,SERNOVA CORP,Sernova Corp.,ca_market,,,SVA.TO,TSX
SVB,Silver Bull Resources Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://silverbullresources.com,https://logo.clearbit.com/silverbullresources.com,TOR,SILVER BULL RESOURCES INC,"Silver Bull Resources, Inc.",ca_market,,5873126,SVB.TO,TSX
SVI,Storagevault Canada Inc,Real Estate,Real Estate Services,EQUITY,,https://www.storagevaultcanada.com,https://logo.clearbit.com/storagevaultcanada.com,TOR,STORAGEVAULT CANADA INC,StorageVault Canada Inc.,ca_market,,,SVI.TO,TSX
SVI.DB,Storagevault Canada Inc 5.75 Pct Debs,,,EQUITY,,,,TOR,,,ca_market,,,SVI-DB.TO,TSX
SVI.DB.B,Storagevault Canada Inc 5.50 Pct Debs,,,,,,,,,,,,,SVI-DB-B.TO,TSX
SVM,Silvercorp Metals Inc,Basic Materials,Silver,EQUITY,,https://www.silvercorpmetals.com,https://logo.clearbit.com/silvercorpmetals.com,TOR,SILVERCORP METALS INC.,Silvercorp Metals Inc.,ca_market,,579067584,SVM.TO,TSX
SVR,Ishares Silver Bullion ETF Hdg,,,ETF,,,,TOR,ISHARES SILVER BULLION ETF HDG,iShares Silver Bullion ETF,ca_market,iShares,,SVR.TO,TSX
SVR.C,Ishares Silver Bullion ETF Non Hdg,,,ETF,,,,TOR,"ISHARES SILVER BULLION ETF NON ",iShares Silver Bullion ETF,ca_market,iShares,,SVR-C.TO,TSX
SW,Sierra Wireless,Technology,Communication Equipment,EQUITY,,https://www.sierrawireless.com,https://logo.clearbit.com/sierrawireless.com,TOR,SIERRA WIRELESS,"Sierra Wireless, Inc.",ca_market,,1518606080,SW.TO,TSX
SWP,Swiss Water Decaffeinated Coffee Inc,Consumer Defensive,Packaged Foods,EQUITY,,https://www.swisswater.com,https://logo.clearbit.com/swisswater.com,TOR,SWISS WATER DECAFFEINATED COFFE,Swiss Water Decaffeinated Coffee Inc.,ca_market,,24376220,SWP.TO,TSX
