Symbol,Name,Sector,Industry,Type,Source,Website,LogoUrl,Exchange,ShortName,LongName,Market,FundFamily,MarketCapValue,YahooTicker,ExchangeCode
MHM,Marsh & Mclennan Cos. Inc,Financial Services,Insurance Brokers,EQUITY,,https://www.mmc.com,https://logo.clearbit.com/mmc.com,LSE,MARSH & MCLENNAN COS. INC COM U,"Marsh & McLennan Companies, Inc.",gb_market,,155228061696,MHM.L,LSE
MHN,Menhaden Capital Plc,Financial Services,Asset Management,EQUITY,,,,LSE,MENHADEN RESOURCE EFFICIENCY PL,Menhaden Resource Efficiency PLC,gb_market,,78600000,MHN.L,LSE
MHPC,Mhp S.A,,,,,,,,,,,,,MHPC.L,LSE
MIBX,Lyxor International Asse,,,ETF,,,,LSE,MULTI UNITS FRANCE LYXOR FTSE M,Lyxor FTSE MIB (DR) UCITS ETF,gb_market,Amundi Asset Management,,MIBX.L,LSE
MIDD,Ishares Plc,,,ETF,,,,LSE,ISHARES PLC ISHARES FTSE 250 UC,iShares FTSE 250 UCITS ETF,gb_market,BlackRock Asset Management Ireland - ETF,,MIDD.L,LSE
MIDW,Midwich Group Plc,Technology,Electronics & Computer Distribution,EQUITY,,https://www.midwichgroupplc.com,https://logo.clearbit.com/midwichgroupplc.com,LSE,MIDWICH GROUP PLC ORD GBP0.01,Midwich Group plc,gb_market,,434360768,MIDW.L,LSE
MIG,Mobeus Income & Growth 2 Vct Plc,Financial Services,Asset Management,EQUITY,,https://www.mobeusvcts.co.uk/investor-area/vct-investors/mobeus-income-growth-2-vct-plc,https://logo.clearbit.com/mobeusvcts.co.uk,LSE,MOBEUS INCOME & GROWTH 2 VCT PL,Mobeus Income & Growth 2 VCT Plc,gb_market,,62469196,MIG.L,LSE
MIG1,Maven Income & Growth Vc,Financial Services,Asset Management,EQUITY,,https://www.mavencp.com/investors/venture-capital-trusts/maven-income-and-growth-vct-1,https://logo.clearbit.com/mavencp.com,LSE,MAVEN INCOME & GROWTH VCT PLC O,Maven Income and Growth VCT PLC,gb_market,,57037260,MIG1.L,LSE
MIG3,Maven Income and Growth,Financial Services,Asset Management,EQUITY,,https://www.mavencp.com/investment-opportunities/venture-capital-trusts/maven-income-and-growth-vct-3,https://logo.clearbit.com/mavencp.com,LSE,MAVEN INCOME AND GROWTH VCT 3 P,Maven Income and Growth VCT 3 PLC,gb_market,,43263220,MIG3.L,LSE
MIG4,Mobeus Income & Growth 4,Financial Services,Asset Management,EQUITY,,https://www.mobeus.co.uk/investor-area/vct-investors/mobeus-income-growth-4-vct-plc,https://logo.clearbit.com/mobeus.co.uk,LSE,MOBEUS INCOME & GROWTH 4 VCT PL,Mobeus Income & Growth 4 VCT plc,gb_market,,67128704,MIG4.L,LSE
MIG5,Maven Income and Growth,Financial Services,Asset Management,EQUITY,,https://www.mavencp.com/investors/venture-capital-trusts/maven-income-and-growth-vct-5,https://logo.clearbit.com/mavencp.com,LSE,MAVEN INCOME AND GROWTH VCT 5 P,Maven Income and Growth VCT 5 PLC,gb_market,,58199460,MIG5.L,LSE
MIGO,Miton Global Opportunities Plc,Financial Services,Asset Management,EQUITY,,https://www.mitongroup.com/index.php/financial/fund-pages/investment-trusts/miton-worldwide-growth-investment-trust-plc/,https://logo.clearbit.com/mitongroup.com,LSE,MIGO OPPORTUNITIES TRUST PLC OR,MIGO Opportunities Trust plc,gb_market,,90776104,MIGO.L,LSE
MIL,Myanmar Investments Inte,Financial Services,Asset Management,EQUITY,,https://www.myanmarinvestments.com,https://logo.clearbit.com/myanmarinvestments.com,LSE,MYANMAR INVESTMENTS INTERNATION,Myanmar Investments International Limited,gb_market,,6668987,MIL.L,LSE
MILA,Mila Resources Plc,Financial Services,Asset Management,EQUITY,,https://www.milaresources.com,https://logo.clearbit.com/milaresources.com,LSE,MILA RESOURCES PLC ORD GBP0.01,Mila Resources Plc,gb_market,,8546329,MILA.L,LSE
