Date,Close
2001-05-08,117.7
2001-05-09,116.98
2001-05-10,115.2
2001-05-11,111.81
2001-05-14,112.56
2001-05-15,113.58
2001-05-16,115.8
2001-05-17,115.07
2001-05-18,117.44
2001-05-21,119.04
2001-05-22,118.01
2001-05-23,117.4
2001-05-24,119.6
2001-05-25,117.8
2001-05-29,115.27
2001-05-30,112.65
2001-05-31,111.8
2001-06-01,112.89
2001-06-04,113.64
2001-06-05,116.97
2001-06-06,117.5
2001-06-07,117.25
2001-06-08,116.1
2001-06-11,117.36
2001-06-12,117.25
2001-06-13,116.54
2001-06-14,115.75
2001-06-15,113.6
2001-06-18,114.27
2001-06-19,114.84
2001-06-20,113.09
2001-06-21,112.6
2001-06-22,112.87
2001-06-25,112.65
2001-06-26,113.04
2001-06-27,113.52
2001-06-28,115.1
2001-06-29,113.5
2001-07-02,114.35
2001-07-03,112.98
2001-07-05,112.1
2001-07-06,106.5
2001-07-09,104.72
2001-07-10,101.96
2001-07-11,103.85
2001-07-12,107.25
2001-07-13,108.53
2001-07-16,107.82
2001-07-17,108.53
2001-07-18,104.28
2001-07-19,104.0
2001-07-20,105.7
2001-07-23,105.85
2001-07-24,104.51
2001-07-25,104.89
2001-07-26,106.0
2001-07-27,104.7
2001-07-30,105.85
2001-07-31,105.21
2001-08-01,107.06
2001-08-02,108.8
2001-08-03,108.18
2001-08-06,106.51
2001-08-07,106.25
2001-08-08,104.19
2001-08-09,104.08
2001-08-10,104.95
2001-08-13,105.86
2001-08-14,106.2
2001-08-15,105.01
2001-08-16,105.75
2001-08-17,104.59
2001-08-20,104.1
2001-08-21,101.89
2001-08-22,103.96
2001-08-23,103.0
2001-08-24,106.99
2001-08-27,106.86
2001-08-28,104.95
2001-08-29,104.13
2001-08-30,100.36
2001-08-31,99.95
2001-09-04,101.49
2001-09-05,100.35
2001-09-06,98.0
2001-09-07,96.59
2001-09-10,96.47
2001-09-17,93.34
2001-09-18,96.4
2001-09-19,96.0
2001-09-20,93.4
2001-09-21,90.5
2001-09-24,94.8
2001-09-25,94.45
2001-09-26,91.3
2001-09-27,90.0
2001-09-28,91.72
2001-10-01,92.71
2001-10-02,93.77
2001-10-03,96.95
2001-10-04,97.31
2001-10-05,98.02
2001-10-08,98.5
2001-10-09,97.14
2001-10-10,97.25
2001-10-11,99.4
2001-10-12,100.84
2001-10-15,102.0
2001-10-16,101.85
2001-10-17,102.9
2001-10-18,101.26
2001-10-19,102.65
2001-10-22,105.25
2001-10-23,105.81
2001-10-24,108.57
2001-10-25,110.66
2001-10-26,111.16
2001-10-29,108.62
2001-10-30,108.65
2001-10-31,108.07
2001-11-01,109.89
2001-11-02,109.5
2001-11-05,109.97
2001-11-06,113.61
2001-11-07,113.85
2001-11-08,113.81
2001-11-09,114.08
2001-11-12,114.86
2001-11-13,116.7
2001-11-14,114.35
2001-11-15,114.75
2001-11-16,114.5
2001-11-19,115.0
2001-11-20,115.44
2001-11-21,114.34
2001-11-23,115.35
2001-11-26,116.33
2001-11-27,114.2
2001-11-28,112.15
2001-11-29,114.43
2001-11-30,115.59
2001-12-03,114.13
2001-12-04,116.64
2001-12-05,121.4
2001-12-06,120.14
2001-12-07,120.4
2001-12-10,119.66
2001-12-11,121.5
2001-12-12,123.2
2001-12-13,120.25
2001-12-14,121.1
2001-12-17,121.34
2001-12-18,122.2
2001-12-19,123.89
2001-12-20,122.7
2001-12-21,122.0
2001-12-24,121.45
2001-12-26,122.4
2001-12-27,123.5
2001-12-28,122.9
2001-12-31,120.96
2002-01-02,121.5
2002-01-03,123.66
2002-01-04,125.6
2002-01-07,124.05
2002-01-08,124.7
2002-01-09,124.49
2002-01-10,122.14
2002-01-11,120.31
2002-01-14,118.05
2002-01-15,118.85
2002-01-16,117.4
2002-01-17,119.9
2002-01-18,114.25
2002-01-22,110.5
2002-01-23,107.9
2002-01-24,108.72
2002-01-25,109.28
2002-01-28,108.15
2002-01-29,103.0
2002-01-30,105.55
2002-01-31,107.89
2002-02-01,108.0
2002-02-04,106.8
2002-02-05,106.3
2002-02-06,106.63
2002-02-07,103.91
2002-02-08,104.99
2002-02-11,107.38
2002-02-12,106.57
2002-02-13,108.07
2002-02-14,107.89
2002-02-15,102.89
2002-02-19,101.3
2002-02-20,99.31
2002-02-21,96.38
2002-02-22,98.45
2002-02-25,98.3
2002-02-26,97.15
2002-02-27,97.83
2002-02-28,98.12
2002-03-01,103.02
2002-03-04,105.9
2002-03-05,105.67
2002-03-06,106.3
2002-03-07,103.71
2002-03-08,105.09
2002-03-11,105.24
2002-03-12,108.5
2002-03-13,107.18
2002-03-14,106.6
2002-03-15,106.79
2002-03-18,106.35
2002-03-19,107.49
2002-03-20,105.5
2002-03-21,106.78
2002-03-22,105.6
2002-03-25,103.56
2002-03-26,102.9
2002-03-27,103.39
2002-03-28,104.0
2002-04-01,102.86
2002-04-02,100.95
2002-04-03,99.96
2002-04-04,100.84
2002-04-05,97.25
2002-04-08,87.41
2002-04-09,87.74
2002-04-10,89.01
2002-04-11,84.19
2002-04-12,85.6
2002-04-15,85.35
2002-04-16,86.2
2002-04-17,84.81
2002-04-18,88.95
2002-04-19,89.0
2002-04-22,87.93
2002-04-23,87.33
2002-04-24,86.5
2002-04-25,86.71
2002-04-26,84.71
2002-04-29,83.89
2002-04-30,83.76
2002-05-01,84.3
2002-05-02,83.86
2002-05-03,81.78
2002-05-06,76.0
2002-05-07,76.5
2002-05-08,82.45
2002-05-09,79.93
2002-05-10,79.68
2002-05-13,82.19
2002-05-14,85.48
2002-05-15,84.5
2002-05-16,85.45
2002-05-17,85.69
2002-05-20,84.45
2002-05-21,83.45
2002-05-22,84.0
2002-05-23,84.35
2002-05-24,83.1
2002-05-28,82.08
2002-05-29,81.6
2002-05-30,82.25
2002-05-31,80.45
2002-06-03,78.11
2002-06-04,79.31
2002-06-05,80.55
2002-06-06,79.66
2002-06-07,78.3
2002-06-10,76.8
2002-06-11,75.49
2002-06-12,74.65
2002-06-13,75.6
2002-06-14,76.17
2002-06-17,77.14
2002-06-18,75.94
2002-06-19,73.35
2002-06-20,71.58
2002-06-21,68.75
2002-06-24,69.7
2002-06-25,68.6
2002-06-26,70.05
2002-06-27,71.9
2002-06-28,72.0
2002-07-01,67.6
2002-07-02,68.58
2002-07-03,70.51
2002-07-05,73.5
2002-07-08,71.3
2002-07-09,69.67
2002-07-10,68.76
2002-07-11,69.41
2002-07-12,69.21
2002-07-15,71.0
2002-07-16,69.01
2002-07-17,70.69
2002-07-18,72.05
2002-07-19,72.0
2002-07-22,68.5
2002-07-23,67.05
2002-07-24,69.54
2002-07-25,69.35
2002-07-26,66.4
2002-07-29,71.18
2002-07-30,71.79
2002-07-31,70.4
2002-08-01,68.25
2002-08-02,67.88
2002-08-05,65.99
2002-08-06,67.9
2002-08-07,69.17
2002-08-08,71.61
2002-08-09,71.83
2002-08-12,71.77
2002-08-13,71.9
2002-08-14,74.92
2002-08-15,76.5
2002-08-16,79.35
2002-08-19,82.49
2002-08-20,81.27
2002-08-21,81.0
2002-08-22,81.99
2002-08-23,80.4
2002-08-26,79.42
2002-08-27,77.96
2002-08-28,76.06
2002-08-29,76.62
2002-08-30,75.38
2002-09-03,72.35
2002-09-04,73.73
2002-09-05,72.18
2002-09-06,73.2
2002-09-09,74.5
2002-09-10,75.6
2002-09-11,74.2
2002-09-12,71.87
2002-09-13,72.5
2002-09-16,72.32
2002-09-17,71.75
2002-09-18,69.55
2002-09-19,64.8
2002-09-20,63.92
2002-09-23,63.37
2002-09-24,59.75
2002-09-25,63.01
2002-09-26,62.02
2002-09-27,60.36
2002-09-30,58.31
2002-10-01,61.17
2002-10-02,59.63
2002-10-03,60.0
2002-10-04,56.6
2002-10-07,56.86
2002-10-08,57.05
2002-10-09,55.07
2002-10-10,57.58
2002-10-11,63.92
2002-10-14,63.42
2002-10-15,68.48
2002-10-16,64.9
2002-10-17,72.2
2002-10-18,74.25
2002-10-21,75.55
2002-10-22,74.49
2002-10-23,74.6
2002-10-24,72.1
2002-10-25,74.56
2002-10-28,76.56
2002-10-29,76.74
2002-10-30,78.67
2002-10-31,78.94
2002-11-01,80.4
2002-11-04,82.5
2002-11-05,81.68
2002-11-06,81.54
2002-11-07,78.95
2002-11-08,77.59
2002-11-11,77.29
2002-11-12,79.15
2002-11-13,79.35
2002-11-14,80.72
2002-11-15,80.01
2002-11-18,79.18
2002-11-19,78.37
2002-11-20,81.61
2002-11-21,84.9
2002-11-22,84.43
2002-11-25,86.2
2002-11-26,85.06
2002-11-27,87.7
2002-11-29,86.92
2002-12-02,87.3
2002-12-03,85.21
2002-12-04,83.69
2002-12-05,83.06
2002-12-06,82.32
2002-12-09,79.59
2002-12-10,80.8
2002-12-11,81.44
2002-12-12,80.17
2002-12-13,80.0
2002-12-16,81.62
2002-12-17,80.31
2002-12-18,79.13
2002-12-19,78.66
2002-12-20,79.79
2002-12-23,80.26
2002-12-24,79.76
2002-12-26,78.5
2002-12-27,77.36
2002-12-30,76.25
2002-12-31,77.5
2003-01-02,80.57
2003-01-03,81.65
2003-01-06,83.59
2003-01-07,86.0
2003-01-08,84.19
2003-01-09,87.0
2003-01-10,87.68
2003-01-13,87.51
2003-01-14,88.58
2003-01-15,87.59
2003-01-16,86.05
2003-01-17,81.3
2003-01-21,80.54
2003-01-22,79.7
2003-01-23,81.05
2003-01-24,78.99
2003-01-27,78.42
2003-01-28,80.11
2003-01-29,80.32
2003-01-30,78.3
2003-01-31,78.2
2003-02-03,78.18
2003-02-04,77.09
2003-02-05,77.26
2003-02-06,77.51
2003-02-07,77.1
2003-02-10,77.91
2003-02-11,77.39
2003-02-12,76.5
2003-02-13,75.86
2003-02-14,77.45
2003-02-18,79.33
2003-02-19,79.51
2003-02-20,79.15
2003-02-21,79.95
2003-02-24,78.56
2003-02-25,79.07
2003-02-26,77.4
2003-02-27,77.28
2003-02-28,77.95
2003-03-03,77.33
2003-03-04,76.7
2003-03-05,77.73
2003-03-06,77.07
2003-03-07,77.9
2003-03-10,75.7
2003-03-11,75.35
2003-03-12,75.18
2003-03-13,78.45
2003-03-14,79.0
2003-03-17,82.46
2003-03-18,82.47
2003-03-19,82.0
2003-03-20,82.2
2003-03-21,84.9
2003-03-24,82.25
2003-03-25,83.45
2003-03-26,81.55
2003-03-27,81.45
2003-03-28,80.85
2003-03-31,78.43
2003-04-01,78.73
2003-04-02,81.46
2003-04-03,81.91
2003-04-04,80.79
2003-04-07,80.47
2003-04-08,80.07
2003-04-09,78.71
2003-04-10,79.01
2003-04-11,78.75
2003-04-14,80.07
2003-04-15,82.79
2003-04-16,82.88
2003-04-17,84.26
2003-04-21,83.36
2003-04-22,85.63
2003-04-23,85.75
2003-04-24,85.2
2003-04-25,83.88
2003-04-28,85.12
2003-04-29,85.66
2003-04-30,84.9
2003-05-01,85.89
2003-05-02,87.57
2003-05-05,86.52
2003-05-06,87.51
2003-05-07,86.68
2003-05-08,86.05
2003-05-09,87.55
2003-05-12,89.0
2003-05-13,89.98
2003-05-14,88.7
2003-05-15,89.9
2003-05-16,88.99
2003-05-19,86.45
2003-05-20,85.77
2003-05-21,86.18
2003-05-22,86.08
2003-05-23,85.26
2003-05-27,87.69
2003-05-28,87.57
2003-05-29,87.36
2003-05-30,88.04
2003-06-02,87.33
2003-06-03,83.82
2003-06-04,84.25
2003-06-05,81.9
2003-06-06,80.05
2003-06-09,82.0
2003-06-10,81.71
2003-06-11,83.97
2003-06-12,83.95
2003-06-13,82.75
2003-06-16,84.5
2003-06-17,84.3
2003-06-18,84.7
2003-06-19,84.55
2003-06-20,84.92
2003-06-23,83.18
2003-06-24,83.63
2003-06-25,82.49
2003-06-26,84.35
2003-06-27,83.42
2003-06-30,82.5
2003-07-01,83.59
2003-07-02,84.74
2003-07-03,83.95
2003-07-07,86.09
2003-07-08,86.25
2003-07-09,85.47
2003-07-10,84.03
2003-07-11,84.89
2003-07-14,85.42
2003-07-15,86.44
2003-07-16,86.74
2003-07-17,83.33
2003-07-18,83.72
2003-07-21,82.5
2003-07-22,81.85
2003-07-23,82.3
2003-07-24,81.51
2003-07-25,83.55
2003-07-28,82.54
2003-07-29,81.8
2003-07-30,80.96
2003-07-31,81.25
2003-08-01,81.27
2003-08-04,81.13
2003-08-05,79.85
2003-08-06,79.75
2003-08-07,80.69
2003-08-08,80.88
2003-08-11,81.02
2003-08-12,81.51
2003-08-13,81.2
2003-08-14,81.56
2003-08-15,81.79
2003-08-18,83.52
2003-08-19,82.85
2003-08-20,83.05
2003-08-21,82.85
2003-08-22,82.97
2003-08-25,81.96
2003-08-26,82.5
2003-08-27,82.0
2003-08-28,81.9
2003-08-29,82.01
2003-09-02,85.76
2003-09-03,86.33
2003-09-04,87.91
2003-09-05,86.95
2003-09-08,89.1
2003-09-09,89.42
2003-09-10,87.84
2003-09-11,87.92
2003-09-12,88.7
2003-09-15,88.49
2003-09-16,90.29
2003-09-17,90.63
2003-09-18,92.0
2003-09-19,93.28
2003-09-22,91.39
2003-09-23,91.34
2003-09-24,89.4
2003-09-25,89.41
2003-09-26,89.05
2003-09-29,89.45
2003-09-30,88.33
2003-10-01,90.35
2003-10-02,90.08
2003-10-03,90.64
2003-10-06,91.18
2003-10-07,91.7
2003-10-08,92.66
2003-10-09,92.45
2003-10-10,92.67
2003-10-13,93.2
2003-10-14,92.72
2003-10-15,92.74
2003-10-16,89.28
2003-10-17,89.23
2003-10-20,89.0
2003-10-21,88.93
2003-10-22,88.46
2003-10-23,88.15
2003-10-24,88.42
2003-10-27,88.52
2003-10-28,89.9
2003-10-29,89.34
2003-10-30,89.12
2003-10-31,89.48
2003-11-03,89.68
2003-11-04,89.14
2003-11-05,88.49
2003-11-06,89.34
2003-11-07,88.26
2003-11-10,89.95
2003-11-11,89.36
2003-11-12,90.69
2003-11-13,91.09
2003-11-14,90.25
2003-11-17,89.8
2003-11-18,88.95
2003-11-19,89.4
2003-11-20,88.39
2003-11-21,88.63
2003-11-24,89.66
2003-11-25,89.43
2003-11-26,89.91
2003-11-28,90.54
2003-12-01,91.01
2003-12-02,90.75
2003-12-03,90.3
2003-12-04,91.42
2003-12-05,90.64
2003-12-08,91.2
2003-12-09,90.63
2003-12-10,91.73
2003-12-11,92.4
2003-12-12,92.71
2003-12-15,92.11
2003-12-16,93.98
2003-12-17,93.4
2003-12-18,92.73
2003-12-19,93.14
2003-12-22,93.39
2003-12-23,92.79
2003-12-24,92.27
2003-12-26,92.9
2003-12-29,93.52
2003-12-30,92.63
2003-12-31,92.68
2004-01-02,91.55
2004-01-05,93.05
2004-01-06,93.06
2004-01-07,92.78
2004-01-08,93.04
2004-01-09,91.21
2004-01-12,91.55
2004-01-13,89.7
2004-01-14,90.31
2004-01-15,94.02
2004-01-16,95.32
2004-01-20,97.1
2004-01-21,97.7
2004-01-22,97.51
2004-01-23,97.9
2004-01-26,99.85
2004-01-27,98.8
2004-01-28,97.38
2004-01-29,98.01
2004-01-30,99.23
2004-02-02,99.39
2004-02-03,100.0
2004-02-04,100.19
2004-02-05,98.86
2004-02-06,98.94
2004-02-09,98.95
2004-02-10,99.61
2004-02-11,99.96
2004-02-12,99.3
2004-02-13,99.71
2004-02-17,99.37
2004-02-18,98.42
2004-02-19,97.8
2004-02-20,97.31
2004-02-23,95.96
2004-02-24,96.79
2004-02-25,96.54
2004-02-26,96.79
2004-02-27,96.5
2004-03-01,97.04
2004-03-02,96.82
2004-03-03,96.84
2004-03-04,96.39
2004-03-05,96.45
2004-03-08,94.59
2004-03-09,94.53
2004-03-10,93.06
2004-03-11,91.21
2004-03-12,93.3
2004-03-15,91.82
2004-03-16,92.45
2004-03-17,93.39
2004-03-18,92.85
2004-03-19,91.62
2004-03-22,91.02
2004-03-23,91.32
2004-03-24,91.77
2004-03-25,92.39
2004-03-26,92.77
2004-03-29,92.68
2004-03-30,92.32
2004-03-31,91.84
2004-04-01,92.37
2004-04-02,94.2
2004-04-05,94.18
2004-04-06,93.7
2004-04-07,93.08
2004-04-08,93.12
2004-04-12,93.74
2004-04-13,93.04
2004-04-14,93.7
2004-04-15,93.97
2004-04-16,92.28
2004-04-19,91.94
2004-04-20,90.65
2004-04-21,91.26
2004-04-22,90.74
2004-04-23,91.28
2004-04-26,90.43
2004-04-27,91.11
2004-04-28,90.41
2004-04-29,89.08
2004-04-30,88.17
2004-05-03,88.02
2004-05-04,89.0
2004-05-05,88.96
2004-05-06,88.36
2004-05-07,88.19
2004-05-10,86.88
2004-05-11,87.13
2004-05-12,86.81
2004-05-13,87.19
2004-05-14,86.41
2004-05-17,85.53
2004-05-18,86.06
2004-05-19,87.05
2004-05-20,87.42
2004-05-21,87.13
2004-05-24,87.1
2004-05-25,88.7
2004-05-26,88.35
2004-05-27,88.59
2004-05-28,88.59
2004-06-01,88.12
2004-06-02,87.98
2004-06-03,87.35
2004-06-04,87.56
2004-06-07,88.64
2004-06-08,90.04
2004-06-09,90.09
2004-06-10,90.46
2004-06-14,90.07
2004-06-15,90.54
2004-06-16,90.38
2004-06-17,90.44
2004-06-18,90.06
2004-06-21,89.49
2004-06-22,90.02
2004-06-23,90.79
2004-06-24,89.99
2004-06-25,89.55
2004-06-28,88.71
2004-06-29,88.29
2004-06-30,88.15
2004-07-01,87.5
2004-07-02,87.04
2004-07-06,85.7
2004-07-07,85.35
2004-07-08,83.65
2004-07-09,83.89
2004-07-12,84.95
2004-07-13,85.25
2004-07-14,84.13
2004-07-15,84.02
2004-07-16,84.28
2004-07-19,85.3
2004-07-20,86.36
2004-07-21,85.3
2004-07-22,86.06
2004-07-23,84.85
2004-07-26,85.09
2004-07-27,85.88
2004-07-28,85.85
2004-07-29,86.77
2004-07-30,87.07
2004-08-02,86.69
2004-08-03,85.71
2004-08-04,85.97
2004-08-05,85.19
2004-08-06,83.48
2004-08-09,83.55
2004-08-10,84.99
2004-08-11,83.69
2004-08-12,82.21
2004-08-13,83.91
2004-08-16,84.02
2004-08-17,84.04
2004-08-18,85.13
2004-08-19,84.89
2004-08-20,85.25
2004-08-23,84.65
2004-08-24,84.71
2004-08-25,85.07
2004-08-26,84.69
2004-08-27,84.94
2004-08-30,84.4
2004-08-31,84.69
2004-09-01,84.22
2004-09-02,84.57
2004-09-03,84.39
2004-09-07,84.97
2004-09-08,85.86
2004-09-09,86.44
2004-09-10,86.76
2004-09-13,86.49
2004-09-14,86.72
2004-09-15,86.37
2004-09-16,86.12
2004-09-17,85.74
2004-09-20,85.7
2004-09-21,85.72
2004-09-22,84.31
2004-09-23,83.88
2004-09-24,84.43
2004-09-27,84.16
2004-09-28,84.48
2004-09-29,84.98
2004-09-30,85.74
2004-10-01,86.72
2004-10-04,87.16
2004-10-05,87.32
2004-10-06,88.04
2004-10-07,87.42
2004-10-08,86.71
2004-10-11,86.63
2004-10-12,86.0
2004-10-13,84.98
2004-10-14,84.78
2004-10-15,84.85
2004-10-18,85.92
2004-10-19,89.37
2004-10-20,88.82
2004-10-21,88.1
2004-10-22,87.39
2004-10-25,88.43
2004-10-26,89.0
2004-10-27,90.0
2004-10-28,89.5
2004-10-29,89.75
2004-11-01,90.11
2004-11-02,90.47
2004-11-03,91.2
2004-11-04,92.38
2004-11-05,93.28
2004-11-08,93.37
2004-11-09,93.37
2004-11-10,93.61
2004-11-11,94.79
2004-11-12,95.32
2004-11-15,95.92
2004-11-16,94.89
2004-11-17,95.46
2004-11-18,95.1
2004-11-19,94.45
